cik_year,roa,prev_roa
1138817_2006,0.747348622836141,0.7445705681690326
1139812_2006,0.7411568492165383,0.7550459649170997
1143848_2006,0.7055707303379884,0.7392191213908962
1156953_2006,0.7235446784870696,0.7239806126723757
1159427_2006,0.7172749504847847,0.7304854593411427
1168455_2006,0.7523819557847561,0.7462244161418378
1170833_2006,0.7611201770282733,0.7678503126895635
1172353_2006,0.7253398953994789,0.726813445095472
1172678_2006,0.7640095878278714,0.774413463528884
1174820_2006,0.7662963280266478,0.7689995340443069
1178970_2006,0.7452283258375562,0.7466095818774275
1181001_2006,0.7348004939225186,0.7334315990402427
1210227_2006,0.7327643423263154,0.7375246744066782
1236964_2006,0.739983071730957,0.7339597942538524
1262276_2006,0.6001041488650197,0.6996992737521912
1263762_2006,0.7357946113314071,0.7406608685351997
1264755_2006,0.7338752333905885,0.7394356552522654
1279410_2006,0.7416260455045908,0.7625564709766011
1285224_2006,0.7780795512576995,0.7770381670165188
1295401_2006,0.7452999865316717,0.7398726531044371
1304366_2006,0.7478854561557975,0.7536102930725014
1304740_2006,0.7565864460137535,0.7509823833579543
1313730_2006,0.7432239894091321,0.7480414388775495
1323033_2006,0.7376956498283038,0.7375841601392795
1324410_2006,0.7436067928907012,0.7259893712577279
16614_2007,0.7236971060817761,0.72893985176173
34782_2007,0.7344359367868306,0.7494633583143945
36029_2007,0.7746844527833993,0.7748179788656397
37808_2007,0.7543516667026805,0.7535489614754782
46195_2007,0.7808699301042097,0.7787801792688039
52617_2007,0.6659877119374175,0.7057656021994769
90498_2007,0.7487686598654081,0.7495495566590825
92339_2007,0.7348619281884087,0.7553149486484042
101382_2007,0.7391170942041192,0.7337174718002011
102212_2007,0.7609273553248509,0.7617777841737968
106926_2007,0.7641536331186238,0.7663388703508988
203596_2007,0.7406524127098958,0.7459987138636203
311094_2007,0.7902297156303383,0.7946876326470345
314489_2007,0.7372201942196531,0.7546400661608622
315849_2007,0.7320740264458383,0.7503996896824788
318300_2007,0.7468155169184089,0.7545732617911726
350852_2007,0.7594556275662132,0.7617856844561202
351077_2007,0.7370431313172703,0.7242305521988902
351569_2007,0.7357729656019314,0.7515740257563037
353191_2007,0.7345135409642667,0.7544980916489565
354647_2007,0.7464367366643135,0.7558911298114138
354869_2007,0.7560207449058742,0.7448487146616968
356171_2007,0.7609951037260737,0.7653542324107229
356708_2007,0.7718081714177504,0.784949260023493
357264_2007,0.7640784238230264,0.75943695140321
700564_2007,0.7462855223893978,0.7586609313807275
700733_2007,0.7532850067785162,0.7557136997373196
700863_2007,0.7275448728966601,0.7487983642308836
701347_2007,0.7090077639981027,0.7673369640032032
702325_2007,0.7476583839442631,0.7649843982692761
702513_2007,0.7475283277217039,0.7535348097032329
702902_2007,0.7342045920712931,0.7573239956636673
705200_2007,0.7437071673697387,0.7578771633390723
705432_2007,0.7376081006919519,0.7390747589577532
707179_2007,0.7460848182401927,0.7469320978521486
707604_2007,0.7400638525527502,0.7467199596104156
707605_2007,0.7191477267657601,0.7158839165404256
708781_2007,0.7902882151327619,0.7809094402165777
708955_2007,0.7506315908110719,0.7325890722137705
711669_2007,0.7353217750839826,0.7409558048679512
712537_2007,0.7387586610923446,0.7426771689319153
712771_2007,0.7210453710995134,0.7206905622857583
713095_2007,0.7374312057140723,0.7555247716201743
714310_2007,0.7568477600326483,0.7620130437924526
714395_2007,0.7407146896435647,0.7452271951749043
714530_2007,0.6925865186302251,0.7309872647405444
714756_2007,0.7282207694567846,0.743421566073226
715072_2007,0.7420169680923823,0.7497499480162728
715579_2007,0.7418226898831659,0.7374339608070213
716605_2007,0.7660417614405082,0.7754190876815749
717059_2007,0.7322452489688054,0.7561931459456263
717306_2007,0.7415156307934089,0.7470149772951934
717538_2007,0.7521372384492662,0.7529006945866444
719220_2007,0.7759541751954513,0.7740620532286481
720002_2007,0.7420715674829652,0.7443824805444781
721994_2007,0.7465770110493843,0.7489032735415808
722256_2007,0.7689242159893159,0.7692150429571543
723188_2007,0.7442827138129297,0.7416803286228582
723458_2007,0.7212063067240324,0.7325159041144649
726601_2007,0.7539174774530792,0.7602656762276455
726990_2007,0.7220796838049471,0.7279940922593664
729986_2007,0.7539018813560919,0.7623596251756295
730708_2007,0.7221164053264729,0.747991478292606
737468_2007,0.7453255114911846,0.7499495824080864
740971_2007,0.7467079834610721,0.7406157942922749
741516_2007,0.7690263845633042,0.7684754399298966
742054_2007,0.7260329098180205,0.7369677915104009
744126_2007,0.741032246189955,0.7411512863910942
745981_2007,0.7492642242157895,0.7489824416790913
747345_2007,0.7599522273060181,0.7625275148757509
750574_2007,0.7482633637245215,0.749665972713582
750577_2007,0.7576422735023534,0.7788125243123466
750686_2007,0.7559587215991104,0.7543995469379504
754597_2007,0.7294256007943924,0.7459953466728064
759718_2007,0.7253479214076608,0.7269400392890263
763907_2007,0.7421932209548044,0.7451110884321192
764038_2007,0.740683342576214,0.7441125423407388
764241_2007,0.7444402926875364,0.7362383914193398
764402_2007,0.7405331576001957,0.7567415282077297
765207_2007,0.7511536837526469,0.7529722365155025
767405_2007,0.7298085500135485,0.7261563034401514
770460_2007,0.7562858655035316,0.762179728438497
773845_2007,0.7440403591664979,0.7299643648107974
775662_2007,0.7334489396378971,0.7427886890735698
776901_2007,0.7491600283667119,0.7550801980237087
783739_2007,0.7165747105271953,0.7472675827319545
790359_2007,0.7466517552898164,0.7524013889131362
796317_2007,0.7360987896023565,0.7295465917040084
796534_2007,0.7666816147026829,0.7678573820501227
797871_2007,0.7275319079069136,0.739113731363681
801337_2007,0.7290350767010176,0.7386034601331112
806279_2007,0.7511958475942093,0.7467942983958299
811589_2007,0.7455070191724494,0.7438619467775642
811831_2007,0.719304620021152,0.7355051325450073
814184_2007,0.7772100590623104,0.7772001315048978
818969_2007,0.7261816926679415,0.7529323000663132
821127_2007,0.7072218953470742,0.745602422477142
822662_2007,0.7216739438374237,0.7319268010304283
826154_2007,0.7662937439034649,0.7671095568127377
832847_2007,0.7419899439933934,0.7396877543052918
834285_2007,0.7340328975325595,0.7481932748211568
835012_2007,0.7621800373151737,0.7659477715728901
840256_2007,0.6344181637618287,0.7426072866713976
846617_2007,0.7639628821940483,0.7665052983247752
854395_2007,0.7511810258641016,0.7592140947057568
854560_2007,0.7569771837105765,0.7642599432503057
855574_2007,0.7166299616040623,0.6949101778575855
857855_2007,0.7353010490239359,0.7467187158379949
859070_2007,0.7645240023562853,0.7664851647859028
861842_2007,0.7570327641108863,0.7682842496173725
862831_2007,0.7429842641297908,0.7441570775721109
865911_2007,0.7590278203178059,0.7735637133385518
868671_2007,0.7665143471062907,0.7640863328061012
879635_2007,0.7444245038689044,0.7478088891079351
883948_2007,0.7419063393427147,0.7585893067947305
887343_2007,0.7488777107337989,0.7592626927530218
887919_2007,0.7609472452426824,0.7573797239767517
889936_2007,0.7148543270379205,0.743197471693878
891098_2007,0.7553568732193015,0.7529930878663701
891106_2007,0.7379644556292411,0.7372912980656755
893847_2007,0.7329378522768406,0.7459629868379861
906465_2007,0.7215818633497127,0.7141467745337688
908837_2007,0.7417168013028922,0.7191046998096532
913341_2007,0.7515206770987429,0.7764032644819234
914138_2007,0.7204032952303789,0.749726390731702
920112_2007,0.7387244449522009,0.7402689971304617
921547_2007,0.7449225148705956,0.7580561900010591
921557_2007,0.7388008745281902,0.7450423568459816
921590_2007,0.72575685977142,0.7257421628970958
922487_2007,0.7064803566201361,0.7737406735720673
923529_2007,0.7424922536013421,0.7432046672153332
925464_2007,0.7146775142821421,0.7453635476962557
927807_2007,0.7463993360491366,0.7564787872655958
932781_2007,0.7350577259838671,0.732351530823045
933590_2007,0.7230652622963554,0.7264613465657959
934547_2007,0.7438433215139569,0.7478017014171562
946090_2007,0.6694496526296762,0.7111868402282706
946673_2007,0.7403148370395147,0.7445893635323307
946738_2007,0.6448701633191518,0.7291807338059776
1000234_2007,0.7236962690694858,0.7388100229333101
1002682_2007,0.7620994248529213,0.7697246807730181
1004740_2007,0.6971012972328829,0.7548528821911336
1005817_2007,0.7531840954631136,0.7591997167139735
1010002_2007,0.7649828408347652,0.7709839231299398
1013796_2007,0.6972711080589261,0.7350578417038616
1019650_2007,0.7406486161369974,0.7221488382476055
1019883_2007,0.7295113427846667,0.7390101075890116
1024321_2007,0.70599960077472,0.744238263848922
1025536_2007,0.692854865466523,0.7639831331930654
1028734_2007,0.7464526755709083,0.7515696101249392
1036070_2007,0.7509395756607841,0.7567259147092393
1042521_2007,0.6811482697535564,0.732007725849658
1046025_2007,0.7571356026427366,0.7583585715668326
1046050_2007,0.7596317090238316,0.7660528070444834
1047170_2007,0.7456561870306224,0.741539977236137
1051379_2007,0.7264462929606618,0.7308020296573553
1053352_2007,0.750070775175136,0.7770018718318144
1057706_2007,0.7218078492724277,0.7257333707877481
1058690_2007,0.7509006876521453,0.7565272983053464
1060523_2007,0.7160984792465521,0.7241778891605443
1061068_2007,0.6765408111814122,0.7263568335743276
1061580_2007,0.7422682849478526,0.7469771229358277
1066254_2007,0.7370730136131131,0.7434731632695185
1068300_2007,0.7408464559988228,0.7508761471826599
1068851_2007,0.7620107728963221,0.7631050011514793
1071264_2007,0.7373919479234966,0.738273842170013
1071992_2007,0.7270870054220429,0.742297084000139
1072847_2007,0.688563467346556,0.7284665213116228
1074902_2007,0.7474414002540436,0.7562532202840637
1076394_2007,0.7155809650754316,0.7123991468164931
1077428_2007,0.7344150123496508,0.738797462963544
1077771_2007,0.7375633227096142,0.7545835678312737
1082368_2007,0.7136670159684847,0.7159851445631813
1082484_2007,0.7263746505381242,0.7274797556026782
1083643_2007,0.7485448286837916,0.7512865224755223
1084717_2007,0.7638404756721703,0.766744438478581
1084727_2007,0.7289857852038614,0.7343197547825454
1090009_2007,0.7283517457838105,0.7378801518731829
1098146_2007,0.718988274184327,0.7208250154330667
1099958_2007,0.6873476804577506,0.7250006644111332
1102112_2007,0.7804347141659366,0.7640966867003355
1102266_2007,0.7324302047578728,0.7387267789287794
1102287_2007,0.76129830751286,0.766159665323507
1106980_2007,0.7477556144067616,0.7421673840733519
1107160_2007,0.7228165404400073,0.728129239726641
1108236_2007,0.7688516691236645,0.7698309038971853
1109242_2007,0.6384714436312484,0.7812267392207249
1109525_2007,0.7312003039450907,0.7272410391754685
1109848_2007,0.7420764538249836,0.7528457797938212
1115055_2007,0.7309798764974444,0.740967526085277
1115568_2007,0.7194978867680115,0.7675261661940194
1118237_2007,0.7261145759412745,0.7150371676743087
1128361_2007,0.7641582488672719,0.776407727967421
1130144_2007,0.7786886125604665,0.7732678747378741
1132651_2007,0.7601482160829709,0.7613178668021362
1137547_2007,0.7680200817519995,0.7902457206626442
1138817_2007,0.7453241419929052,0.747348622836141
1139812_2007,0.7566804967866319,0.7411568492165385
1143848_2007,0.7305801213418108,0.7055707303379886
1156953_2007,0.730220738107977,0.7235446784870697
1159427_2007,0.7255037784035542,0.7172749504847848
1168455_2007,0.7451063804555054,0.7523819557847562
1170833_2007,0.7529561401253063,0.7611201770282734
1172353_2007,0.7118534865844831,0.7253398953994791
1172678_2007,0.7545078973958489,0.7640095878278714
1174820_2007,0.7504409355947624,0.7662963280266478
1178970_2007,0.7301323523943726,0.7452283258375562
1181001_2007,0.6817026285618358,0.7348004939225187
1210227_2007,0.7331938305599042,0.7327643423263155
1212545_2007,0.733073121119598,0.7461795611578496
1228454_2007,0.7388251722467101,0.7519709018332801
1234383_2007,0.716564568496259,0.718469514935673
1263762_2007,0.7167726373965353,0.7357946113314071
1264755_2007,0.7171672860811386,0.7338752333905885
1285224_2007,0.7576480464509454,0.7780795512576995
1295401_2007,0.7443374550257613,0.7452999865316718
1304366_2007,0.7569525692847037,0.7478854561557976
1304740_2007,0.7655694846514023,0.7565864460137536
1313730_2007,0.7440804091604939,0.7432239894091321
1323033_2007,0.7378890653580132,0.7376956498283039
1324410_2007,0.4512571483035646,0.7436067928907013
1331520_2007,0.7433734857206725,0.7361725084592294
1343034_2007,0.7348174073132765,0.7354765018522618
1366367_2007,0.7370976271689107,0.735129988334946
1370291_2007,0.7323698946290709,0.7534978489110421
34782_2008,0.7370961280294346,0.7344359367868307
36029_2008,0.7765585859465645,0.7746844527833993
37808_2008,0.7230734549239277,0.7543516667026805
46195_2008,0.7822497344237004,0.7808699301042099
52617_2008,0.40315276862501015,0.6659877119374175
90498_2008,0.7446105333307016,0.7487686598654082
92339_2008,0.5561904600236514,0.7348619281884088
93451_2008,0.7360020920608848,0.7361171777704867
101382_2008,0.7434314436013179,0.7391170942041193
102212_2008,0.7475266341204326,0.760927355324851
106926_2008,0.7251473286280742,0.7641536331186239
203596_2008,0.7363156801945355,0.7406524127098959
311094_2008,0.7691059398842546,0.7902297156303384
314489_2008,0.6675476722764341,0.7372201942196532
315849_2008,0.6837448998315765,0.7320740264458384
318300_2008,0.7207582767540505,0.746815516918409
350852_2008,0.7385348420917801,0.7594556275662132
351077_2008,0.5738931612019589,0.7370431313172704
351569_2008,0.6974837304974776,0.7357729656019315
353191_2008,0.6956878244855529,0.7345135409642668
354647_2008,0.745825191732043,0.7464367366643136
354869_2008,0.7513903224404086,0.7560207449058742
356171_2008,0.7403276158331802,0.7609951037260737
356708_2008,0.6628405561671724,0.7718081714177504
357264_2008,0.6942240187611171,0.7640784238230264
700564_2008,0.7030513989540208,0.746285522389398
700733_2008,0.7194909461785741,0.7532850067785163
700863_2008,0.7308249778893241,0.7275448728966603
701347_2008,0.5937156612608303,0.709007763998103
702325_2008,0.7297278788212237,0.7476583839442632
702513_2008,0.7168894623863534,0.747528327721704
702902_2008,0.7244434922148699,0.7342045920712932
705200_2008,0.6855144373461345,0.7437071673697389
705432_2008,0.7540157654919174,0.737608100691952
707179_2008,0.7390806902600215,0.7460848182401927
707604_2008,0.7414429695128757,0.7400638525527503
707605_2008,0.7293471008745938,0.7191477267657601
708781_2008,0.7979645096609076,0.790288215132762
708955_2008,0.7315656454535225,0.750631590811072
711669_2008,0.7116070347541902,0.7353217750839827
712534_2008,0.7233279379828533,0.7409541960990068
712537_2008,0.733731453907793,0.7387586610923446
712771_2008,0.7293975678432719,0.7210453710995135
713095_2008,0.7132434977555084,0.7374312057140724
714310_2008,0.7322247582640857,0.7568477600326483
714395_2008,0.7513335630882765,0.7407146896435647
714530_2008,0.5854705203031534,0.6925865186302251
714756_2008,0.620474783214578,0.7282207694567847
715072_2008,0.7327193677069948,0.7420169680923825
715579_2008,0.7346006707243984,0.741822689883166
716457_2008,0.6094473159558648,0.7850624655007048
716605_2008,0.7578943603743277,0.7660417614405082
717059_2008,0.6936460848317263,0.7322452489688055
717538_2008,0.7579570057848207,0.7521372384492663
719220_2008,0.763570639267223,0.7759541751954514
720002_2008,0.7332933014659029,0.7420715674829652
721994_2008,0.7406111267741555,0.7465770110493845
722256_2008,0.7574271300210671,0.7689242159893163
723188_2008,0.7431840973337751,0.7442827138129298
723458_2008,0.7092031415472658,0.7212063067240325
726601_2008,0.7311752792787867,0.7539174774530794
726990_2008,0.2581576907923728,0.7220796838049472
729986_2008,0.7512506840802694,0.753901881356092
730708_2008,0.6188538723714524,0.722116405326473
737468_2008,0.7370877879241252,0.7453255114911846
740971_2008,0.7399387796855881,0.7467079834610723
741516_2008,0.7487769386304197,0.7690263845633043
742054_2008,0.6971847952993563,0.7260329098180206
744126_2008,0.7228202234680992,0.7410322461899551
745981_2008,0.730273872727052,0.7492642242157898
747345_2008,0.7412296366579677,0.7599522273060181
750574_2008,0.7432670903216264,0.7482633637245217
750577_2008,0.7442370035450733,0.7576422735023535
750686_2008,0.7330528044299075,0.7559587215991105
754597_2008,0.5740241553655252,0.7294256007943924
759718_2008,0.3362106921420377,0.7253479214076608
763907_2008,0.7281058677680762,0.7421932209548046
764038_2008,0.7293815253977349,0.740683342576214
764241_2008,0.5608812570034796,0.7444402926875365
764402_2008,0.6966424696303424,0.7405331576001959
764811_2008,0.57729289282641,0.7327672314108369
765207_2008,0.7506131930721154,0.751153683752647
767405_2008,0.7390734338333061,0.7298085500135486
769207_2008,0.7095922852664219,0.7267807768190124
770460_2008,0.7289917935077802,0.7562858655035317
775662_2008,0.7065659346012454,0.7334489396378973
776901_2008,0.733292973447573,0.7491600283667119
783739_2008,0.7071778567110916,0.7165747105271953
790359_2008,0.7521348892463727,0.7466517552898165
796317_2008,0.7375129366579246,0.7360987896023566
796534_2008,0.7677815201981658,0.766681614702683
797871_2008,0.5295787026973369,0.7275319079069137
801337_2008,0.6249366242701815,0.7290350767010177
802681_2008,0.7397958185084672,0.7636025449228173
806279_2008,0.7322011513852316,0.7511958475942094
811589_2008,0.7393649264086308,0.7455070191724494
811808_2008,0.7107106328746939,0.7241260209358439
811831_2008,0.7186025372444041,0.7193046200211521
814184_2008,0.7380739563264823,0.7772100590623106
818969_2008,0.6783867034454971,0.7261816926679416
821127_2008,0.4718143311147446,0.7072218953470744
822662_2008,0.6743695895546226,0.7216739438374237
826154_2008,0.7587577011384362,0.766293743903465
832847_2008,0.7178170103458417,0.7419899439933935
834285_2008,0.7024042315791486,0.7340328975325596
835012_2008,0.689573491469259,0.7621800373151739
846617_2008,0.749928422180542,0.7639628821940483
854395_2008,0.725080150996147,0.7511810258641017
854560_2008,0.6973190722564475,0.7569771837105767
855574_2008,0.7115161253876254,0.7166299616040624
857855_2008,0.6721660502916572,0.735301049023936
859070_2008,0.7085480002382091,0.7645240023562853
861842_2008,0.7235365954889657,0.7570327641108864
862831_2008,0.6451965850612021,0.7429842641297909
865911_2008,0.4476104458489961,0.759027820317806
868671_2008,0.7559897354276801,0.7665143471062908
879635_2008,0.7318356014938023,0.7444245038689044
883948_2008,0.7293037546009083,0.7419063393427147
887343_2008,0.7129442597712364,0.7488777107337992
887919_2008,0.7498144858402077,0.7609472452426825
889936_2008,0.6646563712385819,0.7148543270379205
891098_2008,0.7376335978090602,0.7553568732193015
891106_2008,0.5904394281025649,0.7379644556292412
893847_2008,0.6004437696470308,0.7329378522768407
